day,temp,salt,cond,od
d4,15C,16,nahant,0.4510999917984009
d4,15C,16,blank,0.04089999943971634
d4,15C,16,fucus,0.5468999743461609
d4,15C,16,blank,0.04050000011920929
d4,15C,31,nahant,0.4984000027179718
d4,15C,31,blank,0.0414000004529953
d4,15C,31,fucus,0.6832000017166138
d4,15C,31,blank,0.04089999943971634
d4,15C,46,nahant,0.5702999830245972
d4,15C,46,blank,0.041999999433755875
d4,15C,46,fucus,0.736299991607666
d4,15C,46,blank,0.041099999099969864
d4,15C,16,nahant,0.4666000008583069
d4,15C,16,blank,0.040699999779462814
d4,15C,16,blank,0.04089999943971634
d4,15C,16,blank,0.040300000458955765
d4,15C,31,nahant,0.5870000123977661
d4,15C,31,blank,0.04019999876618385
d4,15C,31,blank,0.041200000792741776
d4,15C,31,blank,0.04100000113248825
d4,15C,46,nahant,0.5034000277519226
d4,15C,46,blank,0.04050000011920929
d4,15C,46,blank,0.04129999876022339
d4,15C,46,blank,0.041099999099969864
d4,roomtemp,16,blank,0.0406000018119812
d4,roomtemp,16,blank,0.04129999876022339
d4,roomtemp,16,charles,0.6726999878883362
d4,roomtemp,16,blank,0.042100001126527786
d4,roomtemp,31,blank,0.04089999943971634
d4,roomtemp,31,blank,0.0421999990940094
d4,roomtemp,31,charles,0.9830999970436096
d4,roomtemp,31,blank,0.040699999779462814
d4,roomtemp,46,blank,0.0406000018119812
d4,roomtemp,46,blank,0.041999999433755875
d4,roomtemp,46,charles,0.8759999871253967
d4,roomtemp,46,blank,0.041200000792741776
d4,roomtemp,16,ica,0.6639000177383423
d4,roomtemp,16,blank,0.04100000113248825
d4,roomtemp,16,charles,0.4839000105857849
d4,roomtemp,16,blank,0.04170000180602074
d4,roomtemp,31,ica,0.609000027179718
d4,roomtemp,31,blank,0.0406000018119812
d4,roomtemp,31,charles,0.5479000210762024
d4,roomtemp,31,blank,0.04149999842047691
d4,roomtemp,46,ica,0.5927000045776367
d4,roomtemp,46,blank,0.041200000792741776
d4,roomtemp,46,charles,0.7695000171661377
d4,roomtemp,46,blank,0.041200000792741776
d4,roomtemp,16,ica,0.5011000037193298
d4,roomtemp,16,blank,0.04050000011920929
d4,roomtemp,16,charles,0.579200029373169
d4,roomtemp,16,blank,0.04089999943971634
d4,roomtemp,31,ica,0.5741000175476074
d4,roomtemp,31,blank,0.04129999876022339
d4,roomtemp,31,charles,0.5378999710083008
d4,roomtemp,31,blank,0.04179999977350235
d4,roomtemp,46,ica,0.6430000066757202
d4,roomtemp,46,blank,0.0414000004529953
d4,roomtemp,46,charles,0.7057999968528748
d4,roomtemp,46,blank,0.041200000792741776
d4,roomtemp,16,ica,0.45820000767707825
d4,roomtemp,16,blank,0.040800001472234726
d4,roomtemp,16,blank,0.041099999099969864
d4,roomtemp,16,blank,0.04129999876022339
d4,roomtemp,31,ica,0.5952000021934509
d4,roomtemp,31,blank,0.040699999779462814
d4,roomtemp,31,blank,0.041600000113248825
d4,roomtemp,31,blank,0.04179999977350235
d4,roomtemp,46,ica,0.4659000039100647
d4,roomtemp,46,blank,0.040699999779462814
d4,roomtemp,46,blank,0.04149999842047691
d4,roomtemp,46,blank,0.041099999099969864
d4,roomtemp,16,blank,0.04089999943971634
d4,roomtemp,16,blank,0.04089999943971634
d4,roomtemp,16,fucus,0.5162000060081482
d4,roomtemp,16,blank,0.04089999943971634
d4,roomtemp,31,blank,0.04190000146627426
d4,roomtemp,31,blank,0.04149999842047691
d4,roomtemp,31,fucus,0.5274999737739563
d4,roomtemp,31,blank,0.0421999990940094
d4,roomtemp,46,blank,0.04179999977350235
d4,roomtemp,46,blank,0.04129999876022339
d4,roomtemp,46,fucus,0.5814999938011169
d4,roomtemp,46,blank,0.04089999943971634
d4,roomtemp,16,nahant,0.2985999882221222
d4,roomtemp,16,blank,0.0406000018119812
d4,roomtemp,16,fucus,0.5651999711990356
d4,roomtemp,16,blank,0.04100000113248825
d4,roomtemp,31,nahant,0.6173999905586243
d4,roomtemp,31,blank,0.040800001472234726
d4,roomtemp,31,fucus,0.4781999886035919
d4,roomtemp,31,blank,0.04039999842643738
d4,roomtemp,46,nahant,0.4666999876499176
d4,roomtemp,46,blank,0.041600000113248825
d4,roomtemp,46,fucus,0.5598999857902527
d4,roomtemp,46,blank,0.040800001472234726
d4,roomtemp,16,nahant,0.5303999781608582
d4,roomtemp,16,blank,0.040699999779462814
d4,roomtemp,16,fucus,0.45260000228881836
d4,roomtemp,16,blank,0.040300000458955765
d4,roomtemp,31,nahant,0.4327999949455261
d4,roomtemp,31,blank,0.041600000113248825
d4,roomtemp,31,fucus,0.6273999810218811
d4,roomtemp,31,blank,0.040699999779462814
d4,roomtemp,46,nahant,0.5022000074386597
d4,roomtemp,46,blank,0.042100001126527786
d4,roomtemp,46,fucus,0.59170001745224
d4,roomtemp,46,blank,0.041200000792741776
d4,roomtemp,16,nahant,0.3425000011920929
d4,roomtemp,16,blank,0.040800001472234726
d4,roomtemp,16,blank,0.0414000004529953
d4,roomtemp,16,blank,0.04010000079870224
d4,roomtemp,31,nahant,0.4578000009059906
d4,roomtemp,31,blank,0.0406000018119812
d4,roomtemp,31,blank,0.04149999842047691
d4,roomtemp,31,blank,0.04089999943971634
d4,roomtemp,46,nahant,0.6432999968528748
d4,roomtemp,46,blank,0.04149999842047691
d4,roomtemp,46,blank,0.041999999433755875
d4,roomtemp,46,blank,0.040800001472234726
d5,15C,16,blank,0.040699999779462814
d5,15C,16,blank,0.0414000004529953
d5,15C,16,charles,0.49149999022483826
d5,15C,16,blank,0.04170000180602074
d5,15C,31,blank,0.04129999876022339
d5,15C,31,blank,0.041099999099969864
d5,15C,31,charles,0.4862000048160553
d5,15C,31,blank,0.0406000018119812
d5,15C,46,blank,0.040800001472234726
d5,15C,46,blank,0.04170000180602074
d5,15C,46,charles,0.46129998564720154
d5,15C,46,blank,0.0414000004529953
d5,15C,16,ica,0.5730999708175659
d5,15C,16,blank,0.04230000078678131
d5,15C,16,charles,0.558899998664856
d5,15C,16,blank,0.04190000146627426
d5,15C,31,ica,0.5690000057220459
d5,15C,31,blank,0.040800001472234726
d5,15C,31,charles,0.5095000267028809
d5,15C,31,blank,0.0414000004529953
d5,15C,46,ica,0.5810999870300293
d5,15C,46,blank,0.04089999943971634
d5,15C,46,charles,0.5218999981880188
d5,15C,46,blank,0.04129999876022339
d5,15C,16,ica,0.6715999841690063
d5,15C,16,blank,0.04100000113248825
d5,15C,16,charles,0.5149000287055969
d5,15C,16,blank,0.04179999977350235
d5,15C,31,ica,0.6049000024795532
d5,15C,31,blank,0.04129999876022339
d5,15C,31,charles,0.7020000219345093
d5,15C,31,blank,0.04149999842047691
d5,15C,46,ica,0.6678000092506409
d5,15C,46,blank,0.041200000792741776
d5,15C,46,charles,0.5888000130653381
d5,15C,46,blank,0.041200000792741776
d5,15C,16,ica,0.6886000037193298
d5,15C,16,blank,0.041099999099969864
d5,15C,16,blank,0.04129999876022339
d5,15C,16,blank,0.04149999842047691
d5,15C,31,ica,0.5712000131607056
d5,15C,31,blank,0.041200000792741776
d5,15C,31,blank,0.04170000180602074
d5,15C,31,blank,0.0414000004529953
d5,15C,46,ica,0.5914000272750854
d5,15C,46,blank,0.04100000113248825
d5,15C,46,blank,0.0414000004529953
d5,15C,46,blank,0.041099999099969864
d5,15C,16,blank,0.04089999943971634
d5,15C,16,blank,0.04100000113248825
d5,15C,16,fucus,0.5044999718666077
d5,15C,16,blank,0.04089999943971634
d5,15C,31,blank,0.042100001126527786
d5,15C,31,blank,0.040800001472234726
d5,15C,31,fucus,0.5723999738693237
d5,15C,31,blank,0.042500000447034836
d5,15C,46,blank,0.041999999433755875
d5,15C,46,blank,0.041200000792741776
d5,15C,46,fucus,0.5523999929428101
d5,15C,46,blank,0.041099999099969864
d5,15C,16,nahant,0.5353999733924866
d5,15C,16,blank,0.04100000113248825
d5,15C,16,fucus,0.5361999869346619
d5,15C,16,blank,0.04129999876022339
d5,15C,31,nahant,0.5853999853134155
d5,15C,31,blank,0.040800001472234726
d5,15C,31,fucus,0.487199991941452
d5,15C,31,blank,0.041099999099969864
d5,15C,46,nahant,0.6761000156402588
d5,15C,46,blank,0.04149999842047691
d5,15C,46,fucus,0.62220001220703125
d5,15C,46,blank,0.040800001472234726
d5,15C,16,nahant,0.4634000062942505
d5,15C,16,blank,0.04100000113248825
d5,15C,16,fucus,0.5246999859809875
d5,15C,16,blank,0.04039999842643738
d5,15C,31,nahant,0.5054000020027161
d5,15C,31,blank,0.0414000004529953
d5,15C,31,fucus,0.5418999791145325
d5,15C,31,blank,0.040699999779462814
d5,15C,46,nahant,0.6843000054359436
d5,15C,46,blank,0.04170000180602074
d5,15C,46,fucus,0.7084000110626221
d5,15C,46,blank,0.041099999099969864
d5,15C,16,nahant,0.5317999720573425
d5,15C,16,blank,0.04089999943971634
d5,15C,16,blank,0.04149999842047691
d5,15C,16,blank,0.04050000011920929
d5,15C,31,nahant,0.5805000066757202
d5,15C,31,blank,0.04019999876618385
d5,15C,31,blank,0.040800001472234726
d5,15C,31,blank,0.04100000113248825
d5,15C,46,nahant,0.5062000155448914
d5,15C,46,blank,0.04170000180602074
d5,15C,46,blank,0.04190000146627426
d5,15C,46,blank,0.0406000018119812
d5,roomtemp,16,blank,0.040699999779462814
d5,roomtemp,16,blank,0.041099999099969864
d5,roomtemp,16,charles,0.7591000199317932
d5,roomtemp,16,blank,0.04190000146627426
d5,roomtemp,31,blank,0.041200000792741776
d5,roomtemp,31,blank,0.041099999099969864
d5,roomtemp,31,charles,1.0506000518798828
d5,roomtemp,31,blank,0.040699999779462814
d5,roomtemp,46,blank,0.0406000018119812
d5,roomtemp,46,blank,0.041600000113248825
d5,roomtemp,46,charles,1.0285999774932861
d5,roomtemp,46,blank,0.04149999842047691
d5,roomtemp,16,ica,0.6557000279426575
d5,roomtemp,16,blank,0.041099999099969864
d5,roomtemp,16,charles,0.5130000114440918
d5,roomtemp,16,blank,0.04170000180602074
d5,roomtemp,31,ica,0.607699990272522
d5,roomtemp,31,blank,0.040800001472234726
d5,roomtemp,31,charles,0.566100001335144
d5,roomtemp,31,blank,0.0414000004529953
d5,roomtemp,46,ica,0.9853000044822693
d5,roomtemp,46,blank,0.040699999779462814
d5,roomtemp,46,charles,0.8564000129699707
d5,roomtemp,46,blank,0.041200000792741776
d5,roomtemp,16,ica,0.5479000210762024
d5,roomtemp,16,blank,0.04100000113248825
d5,roomtemp,16,charles,0.5774000287055969
d5,roomtemp,16,blank,0.0414000004529953
d5,roomtemp,31,ica,0.5900999903678894
d5,roomtemp,31,blank,0.04129999876022339
d5,roomtemp,31,charles,0.66839998960495
d5,roomtemp,31,blank,0.04149999842047691
d5,roomtemp,46,ica,0.6248999834060669
d5,roomtemp,46,blank,0.041200000792741776
d5,roomtemp,46,charles,0.8187999725341797
d5,roomtemp,46,blank,0.041200000792741776
d5,roomtemp,16,ica,0.6144999861717224
d5,roomtemp,16,blank,0.04100000113248825
d5,roomtemp,16,blank,0.041200000792741776
d5,roomtemp,16,blank,0.0414000004529953
d5,roomtemp,31,ica,0.6327999830245972
d5,roomtemp,31,blank,0.041200000792741776
d5,roomtemp,31,blank,0.041200000792741776
d5,roomtemp,31,blank,0.0414000004529953
d5,roomtemp,46,ica,0.5232999920845032
d5,roomtemp,46,blank,0.04149999842047691
d5,roomtemp,46,blank,0.04129999876022339
d5,roomtemp,46,blank,0.04100000113248825
d5,roomtemp,16,blank,0.040800001472234726
d5,roomtemp,16,blank,0.04089999943971634
d5,roomtemp,16,fucus,0.6186000108718872
d5,roomtemp,16,blank,0.04089999943971634
d5,roomtemp,31,blank,0.04190000146627426
d5,roomtemp,31,blank,0.040800001472234726
d5,roomtemp,31,fucus,0.5299999713897705
d5,roomtemp,31,blank,0.0421999990940094
d5,roomtemp,46,blank,0.04190000146627426
d5,roomtemp,46,blank,0.04129999876022339
d5,roomtemp,46,fucus,0.5806999802589417
d5,roomtemp,46,blank,0.041600000113248825
d5,roomtemp,16,nahant,0.5444999933242798
d5,roomtemp,16,blank,0.04100000113248825
d5,roomtemp,16,fucus,0.6583999991416931
d5,roomtemp,16,blank,0.041200000792741776
d5,roomtemp,31,nahant,0.6952999830245972
d5,roomtemp,31,blank,0.04089999943971634
d5,roomtemp,31,fucus,0.5934000015258789
d5,roomtemp,31,blank,0.040800001472234726
d5,roomtemp,46,nahant,0.46480000019073486
d5,roomtemp,46,blank,0.04320000112056732
d5,roomtemp,46,fucus,0.5795999765396118
d5,roomtemp,46,blank,0.040800001472234726
d5,roomtemp,16,nahant,0.5633000135421753
d5,roomtemp,16,blank,0.04100000113248825
d5,roomtemp,16,fucus,0.5605999827384949
d5,roomtemp,16,blank,0.04039999842643738
d5,roomtemp,31,nahant,0.42239999771118164
d5,roomtemp,31,blank,0.04149999842047691
d5,roomtemp,31,fucus,0.6446999907493591
d5,roomtemp,31,blank,0.040699999779462814
d5,roomtemp,46,nahant,0.6305999755859375
d5,roomtemp,46,blank,0.041600000113248825
d5,roomtemp,46,fucus,0.6399999856948853
d5,roomtemp,46,blank,0.041099999099969864
d5,roomtemp,16,nahant,0.3508000075817108
d5,roomtemp,16,blank,0.040800001472234726
d5,roomtemp,16,blank,0.04170000180602074
d5,roomtemp,16,blank,0.0406000018119812
d5,roomtemp,31,nahant,0.4668999910354614
d5,roomtemp,31,blank,0.04019999876618385
d5,roomtemp,31,blank,0.040800001472234726
d5,roomtemp,31,blank,0.04100000113248825
d5,roomtemp,46,nahant,0.6431000232696533
d5,roomtemp,46,blank,0.041999999433755875
d5,roomtemp,46,blank,0.041999999433755875
d5,roomtemp,46,blank,0.0406000018119812
d6,15C,16,blank,0.040800001472234726
d6,15C,16,blank,0.04170000180602074
d6,15C,16,charles,0.4902999997138977
d6,15C,16,blank,0.0414000004529953
d6,15C,31,blank,0.0406000018119812
d6,15C,31,blank,0.040800001472234726
d6,15C,31,charles,0.5108000040054321
d6,15C,31,blank,0.041099999099969864
d6,15C,46,blank,0.0406000018119812
d6,15C,46,blank,0.0421999990940094
d6,15C,46,charles,0.4636000096797943
d6,15C,46,blank,0.041999999433755875
d6,15C,16,ica,0.5278000235557556
d6,15C,16,blank,0.04100000113248825
d6,15C,16,charles,0.5640000104904175
d6,15C,16,blank,0.041600000113248825
d6,15C,31,ica,0.626800000667572
d6,15C,31,blank,0.040800001472234726
d6,15C,31,charles,0.5264000296592712
d6,15C,31,blank,0.04100000113248825
d6,15C,46,ica,0.5799999833106995
d6,15C,46,blank,0.0406000018119812
d6,15C,46,charles,0.5228000283241272
d6,15C,46,blank,0.0414000004529953
d6,15C,16,ica,0.6466000080108643
d6,15C,16,blank,0.04089999943971634
d6,15C,16,charles,0.5209000110626221
d6,15C,16,blank,0.04129999876022339
d6,15C,31,ica,0.6057000160217285
d6,15C,31,blank,0.040800001472234726
d6,15C,31,charles,0.6053000092506409
d6,15C,31,blank,0.042100001126527786
d6,15C,46,ica,0.7584999799728394
d6,15C,46,blank,0.040800001472234726
d6,15C,46,charles,0.5552999973297119
d6,15C,46,blank,0.041099999099969864
d6,15C,16,ica,0.6122000217437744
d6,15C,16,blank,0.04179999977350235
d6,15C,16,blank,0.041099999099969864
d6,15C,16,blank,0.041200000792741776
d6,15C,31,ica,0.6028000116348267
d6,15C,31,blank,0.04089999943971634
d6,15C,31,blank,0.0406000018119812
d6,15C,31,blank,0.04230000078678131
d6,15C,46,ica,0.6068999767303467
d6,15C,46,blank,0.04089999943971634
d6,15C,46,blank,0.04170000180602074
d6,15C,46,blank,0.041600000113248825
d6,15C,16,blank,0.040800001472234726
d6,15C,16,blank,0.0421999990940094
d6,15C,16,fucus,0.4950000047683716
d6,15C,16,blank,0.04100000113248825
d6,15C,31,blank,0.04179999977350235
d6,15C,31,blank,0.04170000180602074
d6,15C,31,fucus,0.5823000073432922
d6,15C,31,blank,0.04190000146627426
d6,15C,46,blank,0.04149999842047691
d6,15C,46,blank,0.04129999876022339
d6,15C,46,fucus,0.6211000084877014
d6,15C,46,blank,0.041600000113248825
d6,15C,16,nahant,0.5360999703407288
d6,15C,16,blank,0.0406000018119812
d6,15C,16,fucus,0.5238000154495239
d6,15C,16,blank,0.041099999099969864
d6,15C,31,nahant,0.5490000247955322
d6,15C,31,blank,0.040800001472234726
d6,15C,31,fucus,0.49320000410079956
d6,15C,31,blank,0.041099999099969864
d6,15C,46,nahant,0.6819000244140625
d6,15C,46,blank,0.04089999943971634
d6,15C,46,fucus,0.6394000053405762
d6,15C,46,blank,0.041099999099969864
d6,15C,16,nahant,0.45910000801086426
d6,15C,16,blank,0.0406000018119812
d6,15C,16,fucus,0.5558000206947327
d6,15C,16,blank,0.040699999779462814
d6,15C,31,nahant,0.5253999829292297
d6,15C,31,blank,0.04149999842047691
d6,15C,31,fucus,0.5200999975204468
d6,15C,31,blank,0.041600000113248825
d6,15C,46,nahant,0.6284999847412109
d6,15C,46,blank,0.04129999876022339
d6,15C,46,fucus,0.7735999822616577
d6,15C,46,blank,0.04129999876022339
d6,15C,16,nahant,0.5253000259399414
d6,15C,16,blank,0.0406000018119812
d6,15C,16,blank,0.040699999779462814
d6,15C,16,blank,0.03999999910593033
d6,15C,31,nahant,0.517799973487854
d6,15C,31,blank,0.04050000011920929
d6,15C,31,blank,0.040699999779462814
d6,15C,31,blank,0.0406000018119812
d6,15C,46,nahant,0.5108000040054321
d6,15C,46,blank,0.041600000113248825
d6,15C,46,blank,0.04149999842047691
d6,15C,46,blank,0.04089999943971634
d6,roomtemp,16,blank,0.040699999779462814
d6,roomtemp,16,blank,0.04129999876022339
d6,roomtemp,16,charles,0.7613999843597412
d6,roomtemp,16,blank,0.04170000180602074
d6,roomtemp,31,blank,0.041099999099969864
d6,roomtemp,31,blank,0.041200000792741776
d6,roomtemp,31,charles,0.9510999917984009
d6,roomtemp,31,blank,0.04089999943971634
d6,roomtemp,46,blank,0.040699999779462814
d6,roomtemp,46,blank,0.04170000180602074
d6,roomtemp,46,charles,0.7791000008583069
d6,roomtemp,46,blank,0.0414000004529953
d6,roomtemp,16,ica,0.6877999901771545
d6,roomtemp,16,blank,0.041200000792741776
d6,roomtemp,16,charles,0.532800018787384
d6,roomtemp,16,blank,0.04170000180602074
d6,roomtemp,31,ica,0.7113999724388123
d6,roomtemp,31,blank,0.0406000018119812
d6,roomtemp,31,charles,0.6376000046730042
d6,roomtemp,31,blank,0.0414000004529953
d6,roomtemp,46,ica,0.7477999925613403
d6,roomtemp,46,blank,0.040699999779462814
d6,roomtemp,46,charles,0.7329999804496765
d6,roomtemp,46,blank,0.04129999876022339
d6,roomtemp,16,ica,0.5432000160217285
d6,roomtemp,16,blank,0.041200000792741776
d6,roomtemp,16,charles,0.5504999756813049
d6,roomtemp,16,blank,0.0414000004529953
d6,roomtemp,31,ica,0.5824000239372253
d6,roomtemp,31,blank,0.041200000792741776
d6,roomtemp,31,charles,0.7936999797821045
d6,roomtemp,31,blank,0.0414000004529953
d6,roomtemp,46,ica,0.6365000009536743
d6,roomtemp,46,blank,0.041099999099969864
d6,roomtemp,46,charles,0.8029000163078308
d6,roomtemp,46,blank,0.04100000113248825
d6,roomtemp,16,ica,0.5507000088691711
d6,roomtemp,16,blank,0.041200000792741776
d6,roomtemp,16,blank,0.04190000146627426
d6,roomtemp,16,blank,0.041600000113248825
d6,roomtemp,31,ica,0.6678000092506409
d6,roomtemp,31,blank,0.04100000113248825
d6,roomtemp,31,blank,0.04149999842047691
d6,roomtemp,31,blank,0.04170000180602074
d6,roomtemp,46,ica,0.5368000268936157
d6,roomtemp,46,blank,0.041200000792741776
d6,roomtemp,46,blank,0.0414000004529953
d6,roomtemp,46,blank,0.041099999099969864
d6,roomtemp,16,blank,0.040800001472234726
d6,roomtemp,16,blank,0.0414000004529953
d6,roomtemp,16,fucus,0.6664999723434448
d6,roomtemp,16,blank,0.040800001472234726
d6,roomtemp,31,blank,0.041600000113248825
d6,roomtemp,31,blank,0.040800001472234726
d6,roomtemp,31,fucus,0.5458999872207642
d6,roomtemp,31,blank,0.042399998754262924
d6,roomtemp,46,blank,0.041600000113248825
d6,roomtemp,46,blank,0.04089999943971634
d6,roomtemp,46,fucus,0.5371000170707703
d6,roomtemp,46,blank,0.04100000113248825
d6,roomtemp,16,nahant,0.546999990940094
d6,roomtemp,16,blank,0.040699999779462814
d6,roomtemp,16,fucus,0.6825000047683716
d6,roomtemp,16,blank,0.04089999943971634
d6,roomtemp,31,nahant,0.8381999731063843
d6,roomtemp,31,blank,0.04089999943971634
d6,roomtemp,31,fucus,0.5139999985694885
d6,roomtemp,31,blank,0.0406000018119812
d6,roomtemp,46,nahant,0.4596000015735626
d6,roomtemp,46,blank,0.04100000113248825
d6,roomtemp,46,fucus,0.5498999953269958
d6,roomtemp,46,blank,0.04039999842643738
d6,roomtemp,16,nahant,0.541700005531311
d6,roomtemp,16,blank,0.0406000018119812
d6,roomtemp,16,fucus,0.5586000084877014
d6,roomtemp,16,blank,0.04010000079870224
d6,roomtemp,31,nahant,0.44359999895095825
d6,roomtemp,31,blank,0.041099999099969864
d6,roomtemp,31,fucus,0.6401000022888184
d6,roomtemp,31,blank,0.04039999842643738
d6,roomtemp,46,nahant,0.814300000667572
d6,roomtemp,46,blank,0.04149999842047691
d6,roomtemp,46,fucus,0.6937000155448914
d6,roomtemp,46,blank,0.040699999779462814
d6,roomtemp,16,nahant,0.28540000319480896
d6,roomtemp,16,blank,0.04039999842643738
d6,roomtemp,16,blank,0.041200000792741776
d6,roomtemp,16,blank,0.04039999842643738
d6,roomtemp,31,nahant,0.6363999843597412
d6,roomtemp,31,blank,0.03970000147819519
d6,roomtemp,31,blank,1.0379999876022339
d6,roomtemp,31,blank,0.0406000018119812
d6,roomtemp,46,nahant,0.8141000270843506
d6,roomtemp,46,blank,0.041099999099969864
d6,roomtemp,46,blank,0.04170000180602074
d6,roomtemp,46,blank,0.04039999842643738
d7,15C,16,blank,0.040699999779462814
d7,15C,16,blank,0.0414000004529953
d7,15C,16,charles,0.4837999939918518
d7,15C,16,blank,0.04129999876022339
d7,15C,31,blank,0.040699999779462814
d7,15C,31,blank,0.04050000011920929
d7,15C,31,charles,0.5203999876976013
d7,15C,31,blank,0.04089999943971634
d7,15C,46,blank,0.04089999943971634
d7,15C,46,blank,0.04129999876022339
d7,15C,46,charles,0.5188000202178955
d7,15C,46,blank,0.04100000113248825
d7,15C,16,ica,0.5472000241279602
d7,15C,16,blank,0.04089999943971634
d7,15C,16,charles,0.4894999861717224
d7,15C,16,blank,0.04179999977350235
d7,15C,31,ica,0.5633000135421753
d7,15C,31,blank,0.04089999943971634
d7,15C,31,charles,0.49709999561309814
d7,15C,31,blank,0.041200000792741776
d7,15C,46,ica,0.602400004863739
d7,15C,46,blank,0.040800001472234726
d7,15C,46,charles,0.49869999289512634
d7,15C,46,blank,0.04129999876022339
d7,15C,16,ica,0.5546000003814697
d7,15C,16,blank,0.041099999099969864
d7,15C,16,charles,0.5174999833106995
d7,15C,16,blank,0.041200000792741776
d7,15C,31,ica,0.5781999826431274
d7,15C,31,blank,0.04089999943971634
d7,15C,31,charles,0.5447999835014343
d7,15C,31,blank,0.0421999990940094
d7,15C,46,ica,0.7459999918937683
d7,15C,46,blank,0.041099999099969864
d7,15C,46,charles,0.5864999890327454
d7,15C,46,blank,0.04129999876022339
d7,15C,16,ica,0.6342999935150146
d7,15C,16,blank,0.04129999876022339
d7,15C,16,blank,0.041099999099969864
d7,15C,16,blank,0.041200000792741776
d7,15C,31,ica,0.6650000214576721
d7,15C,31,blank,0.04179999977350235
d7,15C,31,blank,0.041200000792741776
d7,15C,31,blank,0.04190000146627426
d7,15C,46,ica,0.54339998960495
d7,15C,46,blank,0.04149999842047691
d7,15C,46,blank,0.0414000004529953
d7,15C,46,blank,0.041200000792741776
d7,15C,16,blank,0.0414000004529953
d7,15C,16,blank,0.04129999876022339
d7,15C,16,fucus,0.5166000127792358
d7,15C,16,blank,0.04179999977350235
d7,15C,31,blank,0.042100001126527786
d7,15C,31,blank,0.0414000004529953
d7,15C,31,fucus,0.579200029373169
d7,15C,31,blank,0.04230000078678131
d7,15C,46,blank,0.04149999842047691
d7,15C,46,blank,0.04100000113248825
d7,15C,46,fucus,0.6119999885559082
d7,15C,46,blank,0.041099999099969864
d7,15C,16,nahant,0.5390999913215637
d7,15C,16,blank,0.04089999943971634
d7,15C,16,fucus,0.5480999946594238
d7,15C,16,blank,0.042899999767541885
d7,15C,31,nahant,0.5307999849319458
d7,15C,31,blank,0.041099999099969864
d7,15C,31,fucus,0.49239999055862427
d7,15C,31,blank,0.04129999876022339
d7,15C,46,nahant,0.6739000082015991
d7,15C,46,blank,0.04129999876022339
d7,15C,46,fucus,0.6111000180244446
d7,15C,46,blank,0.04089999943971634
d7,15C,16,nahant,0.46470001339912415
d7,15C,16,blank,0.04089999943971634
d7,15C,16,fucus,0.5734999775886536
d7,15C,16,blank,0.040800001472234726
d7,15C,31,nahant,0.5410000085830688
d7,15C,31,blank,0.0414000004529953
d7,15C,31,fucus,0.5544000267982483
d7,15C,31,blank,0.04190000146627426
d7,15C,46,nahant,0.6402000188827515
d7,15C,46,blank,0.04149999842047691
d7,15C,46,fucus,0.7687000036239624
d7,15C,46,blank,0.0414000004529953
d7,15C,16,nahant,0.5177000164985657
d7,15C,16,blank,0.04129999876022339
d7,15C,16,blank,0.04170000180602074
d7,15C,16,blank,0.04270000010728836
d7,15C,31,nahant,0.6488000154495239
d7,15C,31,blank,0.040800001472234726
d7,15C,31,blank,0.04089999943971634
d7,15C,31,blank,0.04190000146627426
d7,15C,46,nahant,0.5486999750137329
d7,15C,46,blank,0.041600000113248825
d7,15C,46,blank,0.042899999767541885
d7,15C,46,blank,0.041099999099969864
d7,roomtemp,16,blank,0.0406000018119812
d7,roomtemp,16,blank,0.041200000792741776
d7,roomtemp,16,charles,0.7275000214576721
d7,roomtemp,16,blank,0.041600000113248825
d7,roomtemp,31,blank,0.0421999990940094
d7,roomtemp,31,blank,0.04100000113248825
d7,roomtemp,31,charles,1.0063999891281128
d7,roomtemp,31,blank,0.0406000018119812
d7,roomtemp,46,blank,0.04089999943971634
d7,roomtemp,46,blank,0.041600000113248825
d7,roomtemp,46,charles,0.8835999965667725
d7,roomtemp,46,blank,0.0414000004529953
d7,roomtemp,16,ica,0.5932999849319458
d7,roomtemp,16,blank,0.041099999099969864
d7,roomtemp,16,charles,0.5105000138282776
d7,roomtemp,16,blank,0.041600000113248825
d7,roomtemp,31,ica,0.5737000107765198
d7,roomtemp,31,blank,0.040800001472234726
d7,roomtemp,31,charles,0.5620999932289124
d7,roomtemp,31,blank,0.041099999099969864
d7,roomtemp,46,ica,0.5547999739646912
d7,roomtemp,46,blank,0.04050000011920929
d7,roomtemp,46,charles,0.7739999890327454
d7,roomtemp,46,blank,0.041200000792741776
d7,roomtemp,16,ica,0.501800000667572
d7,roomtemp,16,blank,0.0414000004529953
d7,roomtemp,16,charles,0.5861999988555908
d7,roomtemp,16,blank,0.04100000113248825
d7,roomtemp,31,ica,0.5533999800682068
d7,roomtemp,31,blank,0.041200000792741776
d7,roomtemp,31,charles,0.6237000226974487
d7,roomtemp,31,blank,0.041999999433755875
d7,roomtemp,46,ica,0.6096000075340271
d7,roomtemp,46,blank,0.041200000792741776
d7,roomtemp,46,charles,0.5796999931335449
d7,roomtemp,46,blank,0.041099999099969864
d7,roomtemp,16,ica,0.48350000381469727
d7,roomtemp,16,blank,0.041200000792741776
d7,roomtemp,16,blank,0.041099999099969864
d7,roomtemp,16,blank,0.042399998754262924
d7,roomtemp,31,ica,0.5453000068664551
d7,roomtemp,31,blank,0.04129999876022339
d7,roomtemp,31,blank,0.04170000180602074
d7,roomtemp,31,blank,0.04149999842047691
