day,temp,salt,cond,od
d1,roomtemp,16,nahant,0.526199996471405
d1,roomtemp,16,blank,0.041600000113248825
d1,roomtemp,16,blank,0.04170000180602074
d1,roomtemp,16,blank,0.040699999779462814
d1,roomtemp,31,nahant,0.4657999873161316
d1,roomtemp,31,blank,0.04019999876618385
d1,roomtemp,31,blank,0.040699999779462814
d1,roomtemp,31,blank,0.040699999779462814
d1,roomtemp,46,nahant,0.6255000233650208
d1,roomtemp,46,blank,0.041200000792741776
